Philemon_Phlm_57_1_1_Paulus, der Gebundene Christi Jesu, und Timotheus, der Bruder, Philemon, dem Lieben und unserm Gehilfen,
Philemon_Phlm_57_1_2_und Appia, der Lieben, und Archippus, unserm Streitgenossen, und der Gemeinde in deinem Hause:
Philemon_Phlm_57_1_3_Gnade sei mit euch und Friede von Gott, unserm Vater, und dem HERRN Jesus Christus!
Philemon_Phlm_57_1_4_Ich danke meinem Gott und gedenke dein allezeit in meinem Gebet,
Philemon_Phlm_57_1_5_nachdem ich höre von der Liebe und dem Glauben, welche du hast an den HERRN Jesus und gegen alle Heiligen,
Philemon_Phlm_57_1_6_daß der Glaube, den wir miteinander haben, in dir kräftig werde durch Erkenntnis alles des Guten, das ihr habt in Christo Jesu.
Philemon_Phlm_57_1_7_Wir haben aber große Freude und Trost an deiner Liebe; denn die Herzen der Heiligen sind erquickt durch dich, lieber Bruder.
Philemon_Phlm_57_1_8_Darum, wiewohl ich habe große Freudigkeit in Christo, dir zu gebieten, was dir ziemt,
Philemon_Phlm_57_1_9_so will ich doch um der Liebe willen nur vermahnen, der ich ein solcher bin, nämlich ein alter Paulus, nun aber auch ein Gebundener Jesu Christi.
Philemon_Phlm_57_1_10_So ermahne ich dich um meines Sohnes willen, Onesimus, den ich gezeugt habe in meinen Banden,
Philemon_Phlm_57_1_11_welcher weiland dir unnütz, nun aber dir und mir wohl nütze ist; den habe ich wiedergesandt.
Philemon_Phlm_57_1_12_Du aber wollest ihn, das ist mein eigen Herz, annehmen.
Philemon_Phlm_57_1_13_Denn ich wollte ihn bei mir behalten, daß er mir an deiner Statt diente in den Banden des Evangeliums;
Philemon_Phlm_57_1_14_aber ohne deinen Willen wollte ich nichts tun, auf daß dein Gutes nicht wäre genötigt, sondern freiwillig.
Philemon_Phlm_57_1_15_Vielleicht aber ist er darum eine Zeitlang von dir gekommen, daß du ihn ewig wieder hättest,
Philemon_Phlm_57_1_16_nun nicht mehr als einen Knecht, sondern mehr denn einen Knecht, als einen lieben Bruder, sonderlich mir, wie viel mehr aber dir, beides, nach dem Fleisch und in dem HERRN.
Philemon_Phlm_57_1_17_So du nun mich hältst für deinen Genossen, so wollest du ihn als mich selbst annehmen.
Philemon_Phlm_57_1_18_So er aber dir etwas Schaden getan hat oder schuldig ist, das rechne mir zu.
Philemon_Phlm_57_1_19_Ich, Paulus, habe es geschrieben mit meiner Hand: Ich will's bezahlen. Ich schweige, daß du dich selbst mir schuldig bist.
Philemon_Phlm_57_1_20_Ja, lieber Bruder, gönne mir, daß ich mich an dir ergötze in dem HERRN; erquicke mein Herz in dem HERRN.
Philemon_Phlm_57_1_21_Ich habe aus Zuversicht deines Gehorsams dir geschrieben; und ich weiß, du wirst mehr tun, denn ich sage.
Philemon_Phlm_57_1_22_Daneben bereite mir die Herberge; denn ich hoffe, daß ich durch euer Gebet euch geschenkt werde.
Philemon_Phlm_57_1_23_Es grüßt dich Epaphras, mein Mitgefangener in Christo Jesu,
Philemon_Phlm_57_1_24_Markus, Aristarchus, Demas, Lukas, meine Gehilfen.
Philemon_Phlm_57_1_25_Die Gnade unsers HERRN Jesu Christi sei mit eurem Geist! Amen.
