1 Thessalonicher_1Thess_12_5_1_Paulus und Silvanus und Timotheus der Gemeinde zu Thessalonich in Gott, dem Vater, und dem HERRN Jesus Christus: Gnade sei mit euch und Friede von Gott, unserm Vater, und dem HERRN Jesus Christus!
1 Thessalonicher_1Thess_12_5_2_Wir danken Gott allezeit für euch alle und gedenken euer im Gebet ohne Unterlaß
1 Thessalonicher_1Thess_12_5_3_und denken an euer Werk im Glauben und an eure Arbeit in der Liebe und an eure Geduld in der Hoffnung, welche ist unser HERR Jesus Christus, vor Gott und unserm Vater.
1 Thessalonicher_1Thess_12_5_4_Denn, liebe Brüder, von Gott geliebt, wir wissen, wie ihr auserwählt seid,
1 Thessalonicher_1Thess_12_5_5_daß unser Evangelium ist bei euch gewesen nicht allein im Wort, sondern auch in der Kraft und in dem heiligen Geist und in großer Gewißheit; wie ihr denn wisset, welcherlei wir gewesen sind unter euch um euretwillen;
1 Thessalonicher_1Thess_12_5_6_und ihr seid unsre Nachfolger geworden und des HERRN und habt das Wort aufgenommen unter vielen Trübsalen mit Freuden im heiligen Geist,
1 Thessalonicher_1Thess_12_5_7_also daß ihr geworden seid ein Vorbild allen Gläubigen in Mazedonien und Achaja.
1 Thessalonicher_1Thess_12_5_8_Denn von euch ist auserschollen das Wort des HERRN; nicht allein in Mazedonien und Achaja, sondern an allen Orten ist auch euer Glaube an Gott bekannt geworden, also daß uns nicht not ist, etwas zu sagen.
1 Thessalonicher_1Thess_12_5_9_Denn sie selbst verkündigen von euch, was für einen Eingang wir zu euch gehabt haben und wie ihr bekehrt seid zu Gott von den Abgöttern, zu dienen dem lebendigen und wahren Gott
1 Thessalonicher_1Thess_12_5_10_und zu warten auf seinen Sohn vom Himmel, welchen er auferweckt hat von den Toten, Jesum, der uns von dem zukünftigen Zorn erlöst.
1 Thessalonicher_1Thess_52_2_1_Denn auch ihr wisset, liebe Brüder, von unserm Eingang zu euch, daß er nicht vergeblich gewesen ist;
1 Thessalonicher_1Thess_52_2_2_sondern, ob wir gleich zuvor gelitten hatten und geschmäht gewesen waren zu Philippi, wie ihr wisset, waren wir freudig in unserm Gott, bei euch zu sagen das Evangelium Gottes mit großen Kämpfen.
1 Thessalonicher_1Thess_52_2_3_Denn unsere Ermahnung ist nicht gewesen aus Irrtum noch aus Unreinigkeit noch mit List;
1 Thessalonicher_1Thess_52_2_4_sondern, wie wir von Gott bewährt sind, daß uns das Evangelium vertraut ist zu predigen, also reden wir, nicht, als wollten wir den Menschen gefallen, sondern Gott, der unser Herz prüft.
1 Thessalonicher_1Thess_52_2_5_Denn wir sind nie mit Schmeichelworten umgegangen, wie ihr wisset, noch mit verstecktem Geiz, Gott ist des Zeuge;
1 Thessalonicher_1Thess_52_2_6_haben auch nicht Ehre gesucht von den Leuten, weder von euch noch von andern;
1 Thessalonicher_1Thess_52_2_7_hätten euch auch mögen schwer sein als Christi Apostel. Aber wir sind mütterlich gewesen bei euch, gleichwie eine Amme ihr Kind pflegt;
1 Thessalonicher_1Thess_52_2_8_also hatten wir Herzenslust an euch und waren willig, euch mitzuteilen nicht allein das Evangelium Gottes sondern auch unser Leben, darum daß wir euch liebgewonnen haben.
1 Thessalonicher_1Thess_52_2_9_Ihr seid wohl eingedenk, liebe Brüder, unsrer Arbeit und unsrer Mühe; denn Tag und Nacht arbeiteten wir, daß wir niemand unter euch beschwerlich wären, und predigten unter euch das Evangelium Gottes.
1 Thessalonicher_1Thess_52_2_10_Des seid ihr Zeugen und Gott, wie heilig und gerecht und unsträflich wir bei euch, die ihr gläubig waret, gewesen sind;
1 Thessalonicher_1Thess_52_2_11_wie ihr denn wisset, daß wir, wie ein Vater seine Kinder, einen jeglichen unter euch ermahnt und getröstet
1 Thessalonicher_1Thess_52_2_12_und bezeugt haben, daß ihr wandeln solltet würdig vor Gott, der euch berufen hat zu seinem Reich und zu seiner Herrlichkeit.
1 Thessalonicher_1Thess_52_2_13_Darum danken auch wir ohne Unterlaß Gott, daß ihr, da ihr empfinget von uns das Wort göttlicher Predigt, es aufnahmt nicht als Menschenwort, sondern, wie es denn wahrhaftig ist, als Gottes Wort, welcher auch wirkt in euch, die ihr glaubet.
1 Thessalonicher_1Thess_52_2_14_Denn ihr seid Nachfolger geworden, liebe Brüder, der Gemeinden Gottes in Judäa in Christo Jesu, weil ihr ebendasselbe erlitten habt von euren Blutsfreunden, was jene von den Juden,
1 Thessalonicher_1Thess_52_2_15_welche auch den HERRN Jesus getötet haben und ihre eigenen Propheten und haben uns verfolgt und gefallen Gott nicht und sind allen Menschen zuwider,
1 Thessalonicher_1Thess_52_2_16_wehren uns, zu predigen den Heiden, damit sie selig würden, auf daß sie ihre Sünden erfüllen allewege; denn der Zorn ist schon über sie gekommen zum Ende hin.
1 Thessalonicher_1Thess_52_2_17_Wir aber, liebe Brüder, nachdem wir euer eine Weile beraubt gewesen sind nach dem Angesicht, nicht nach dem Herzen, haben wir desto mehr geeilt, euer Angesicht zu sehen mit großem Verlangen.
1 Thessalonicher_1Thess_52_2_18_Darum haben wir wollen zu euch kommen (ich, Paulus) zweimal, und Satan hat uns verhindert.
1 Thessalonicher_1Thess_52_2_19_Denn wer ist unsre Hoffnung oder Freude oder Krone des Ruhms? Seid nicht auch ihr es vor unserm HERRN Jesus Christus zu seiner Zukunft?
1 Thessalonicher_1Thess_52_2_20_Ihr seid ja unsre Ehre und Freude.
1 Thessalonicher_1Thess_52_3_1_Darum haben wir's nicht weiter wollen ertragen und haben uns lassen wohlgefallen, daß wir zu Athen allein gelassen würden,
1 Thessalonicher_1Thess_52_3_2_und haben Timotheus gesandt, unsern Bruder und Diener Gottes und unsern Gehilfen im Evangelium Christi, euch zu stärken und zu ermahnen in eurem Glauben,
1 Thessalonicher_1Thess_52_3_3_daß nicht jemand weich würde in diesen Trübsalen. Denn ihr wisset, daß wir dazu gesetzt sind;
1 Thessalonicher_1Thess_52_3_4_und da wir bei euch waren, sagten wir's euch zuvor, wir würden Trübsale haben müssen; wie denn auch geschehen ist und ihr wisset.
1 Thessalonicher_1Thess_52_3_5_Darum habe ich's auch nicht länger ertragen und ausgesandt, daß ich erführe euren Glauben, auf daß nicht euch vielleicht versucht hätte der Versucher und unsre Arbeit vergeblich würde.
1 Thessalonicher_1Thess_52_3_6_Nun aber, da Timotheus zu uns von euch gekommen ist und uns verkündigt hat euren Glauben und eure Liebe, und daß ihr unser gedenket allezeit zum besten und euch verlangt, uns zu sehen, wie denn auch uns nach euch,
1 Thessalonicher_1Thess_52_3_7_da sind wir, liebe Brüder, getröstet worden an euch in aller unsrer Trübsal und Not durch euren Glauben;
1 Thessalonicher_1Thess_52_3_8_denn nun sind wir lebendig, wenn ihr stehet im HERRN.
1 Thessalonicher_1Thess_52_3_9_Denn was für einen Dank können wir Gott vergelten um euch für alle diese Freude, die wir haben von euch vor unserm Gott?
1 Thessalonicher_1Thess_52_3_10_Wir bitten Tag und Nacht gar sehr, daß wir sehen mögen euer Angesicht und erstatten, so etwas mangelt an eurem Glauben.
1 Thessalonicher_1Thess_52_3_11_Er aber, Gott, unser Vater, und unser HERR Jesus Christus schicke unsern Weg zu euch.
1 Thessalonicher_1Thess_52_3_12_Euch aber vermehre der HERR und lasse die Liebe völlig werden untereinander und gegen jedermann (wie denn auch wir sind gegen euch),
1 Thessalonicher_1Thess_52_3_13_daß eure Herzen gestärkt werden und unsträflich seien in der Heiligkeit vor Gott und unserm Vater auf die Zukunft unsers HERRN Jesu Christi samt allen seinen Heiligen.
1 Thessalonicher_1Thess_52_4_1_Weiter, liebe Brüder, bitten wir euch und ermahnen in dem HERRN Jesus (nach dem ihr von uns empfangen habt, wie ihr solltet wandeln und Gott gefallen), daß ihr immer völliger werdet.
1 Thessalonicher_1Thess_52_4_2_Denn ihr wisset, welche Gebote wir euch gegeben haben durch den HERRN Jesus.
1 Thessalonicher_1Thess_52_4_3_Denn das ist der Wille Gottes, eure Heiligung, und daß ihr meidet die Hurerei
1 Thessalonicher_1Thess_52_4_4_und ein jeglicher unter euch wisse sein Gefäß zu behalten in Heiligung und Ehren.
1 Thessalonicher_1Thess_52_4_5_nicht in der Brunst der Lust wie die Heiden, die von Gott nichts wissen;
1 Thessalonicher_1Thess_52_4_6_und daß niemand zu weit greife und übervorteile seinen Bruder im Handel; denn der HERR ist der Rächer über das alles, wie wir euch zuvor gesagt und bezeugt haben.
1 Thessalonicher_1Thess_52_4_7_Denn Gott hat uns nicht berufen zur Unreinigkeit, sondern zur Heiligung.
1 Thessalonicher_1Thess_52_4_8_Wer nun verachtet, der verachtet nicht Menschen, sondern Gott, der seinen heiligen Geist gegeben hat in euch.
1 Thessalonicher_1Thess_52_4_9_Von der brüderlichen Liebe aber ist nicht not euch zu schreiben; denn ihr seid selbst von Gott gelehrt, euch untereinander zu lieben.
1 Thessalonicher_1Thess_52_4_10_Und das tut ihr auch an allen Brüdern, die in ganz Mazedonien sind. Wir ermahnen euch aber, liebe Brüder, daß ihr noch völliger werdet
1 Thessalonicher_1Thess_52_4_11_und ringet darnach, daß ihr stille seid und das Eure schaffet und arbeitet mit euren eigenen Händen, wie wir euch geboten haben,
1 Thessalonicher_1Thess_52_4_12_auf daß ihr ehrbar wandelt gegen die, die draußen sind, und ihrer keines bedürfet.
1 Thessalonicher_1Thess_52_4_13_Wir wollen euch aber, liebe Brüder, nicht verhalten von denen, die da schlafen, auf daß ihr nicht traurig seid wie die andern, die keine Hoffnung haben.
1 Thessalonicher_1Thess_52_4_14_Denn so wir glauben, daß Jesus gestorben und auferstanden ist, also wird Gott auch, die da entschlafen sind, durch Jesum mit ihm führen.
1 Thessalonicher_1Thess_52_4_15_Denn das sagen wir euch als ein Wort des HERRN, daß wir, die wir leben und übrig bleiben auf die Zukunft des HERRN, werden denen nicht zuvorkommen, die da schlafen.
1 Thessalonicher_1Thess_52_4_16_denn er selbst, der HERR, wird mit einem Feldgeschrei und der Stimme des Erzengels und mit der Posaune Gottes herniederkommen vom Himmel, und die Toten in Christo werden auferstehen zuerst.
1 Thessalonicher_1Thess_52_4_17_Darnach wir, die wir leben und übrig bleiben, werden zugleich mit ihnen hingerückt werden in den Wolken, dem HERRN entgegen in der Luft, und werden also bei dem HERRN sein allezeit.
1 Thessalonicher_1Thess_52_4_18_So tröstet euch nun mit diesen Worten untereinander.
1 Thessalonicher_1Thess_52_5_1_Von den Zeiten aber und Stunden, liebe Brüder, ist nicht not euch zu schreiben;
1 Thessalonicher_1Thess_52_5_2_denn ihr selbst wisset gewiß, daß der Tag des HERRN wird kommen wie ein Dieb in der Nacht.
1 Thessalonicher_1Thess_52_5_3_Denn sie werden sagen: Es ist Friede, es hat keine Gefahr, so wird sie das Verderben schnell überfallen, gleichwie der Schmerz ein schwangeres Weib, und werden nicht entfliehen.
1 Thessalonicher_1Thess_52_5_4_Ihr aber, liebe Brüder, seid nicht in der Finsternis, daß euch der Tag wie ein Dieb ergreife.
1 Thessalonicher_1Thess_52_5_5_Ihr seid allzumal Kinder des Lichtes und Kinder des Tages; wir sind nicht von der Nacht noch von der Finsternis.
1 Thessalonicher_1Thess_52_5_6_So lasset uns nun nicht schlafen wie die andern, sondern lasset uns wachen und nüchtern sein.
1 Thessalonicher_1Thess_52_5_7_Denn die da schlafen, die schlafen des Nachts, und die da trunken sind, die sind des Nachts trunken;
1 Thessalonicher_1Thess_52_5_8_wir aber, die wir des Tages sind, sollen nüchtern sein, angetan mit dem Panzer des Glaubens und der Liebe und mit dem Helm der Hoffnung zur Seligkeit.
1 Thessalonicher_1Thess_52_5_9_Denn Gott hat uns nicht gesetzt zum Zorn, sondern die Seligkeit zu besitzen durch unsern HERRN Jesus Christus,
1 Thessalonicher_1Thess_52_5_10_der für uns alle gestorben ist, auf daß, wir wachen oder schlafen, wir zugleich mit ihm leben sollen.
1 Thessalonicher_1Thess_52_5_11_Darum ermahnet euch untereinander und bauet einer den andern, wie ihr denn tut.
1 Thessalonicher_1Thess_52_5_12_Wir bitten aber euch, liebe Brüder, daß ihr erkennet, die an euch arbeiten und euch vorstehen in dem HERRN und euch vermahnen;
1 Thessalonicher_1Thess_52_5_13_habt sie desto lieber um ihres Werks willen und seid friedsam mit ihnen.
1 Thessalonicher_1Thess_52_5_14_Wir ermahnen aber euch, liebe Brüder, vermahnet die Ungezogenen, tröstet die Kleinmütigen, traget die Schwachen, seid geduldig gegen jedermann.
1 Thessalonicher_1Thess_52_5_15_Sehet zu, daß keiner Böses mit Bösem jemand vergelte; sondern allezeit jaget dem Guten nach, untereinander und gegen jedermann.
1 Thessalonicher_1Thess_52_5_16_Seid allezeit fröhlich,
1 Thessalonicher_1Thess_52_5_17_betet ohne Unterlaß,
1 Thessalonicher_1Thess_52_5_18_seid dankbar in allen Dingen; denn das ist der Wille Gottes in Christo Jesu an euch.
1 Thessalonicher_1Thess_52_5_19_Den Geist dämpfet nicht,
1 Thessalonicher_1Thess_52_5_20_die Weissagung verachtet nicht;
1 Thessalonicher_1Thess_52_5_21_prüfet aber alles, und das Gute behaltet.
1 Thessalonicher_1Thess_52_5_22_Meidet allen bösen Schein.
1 Thessalonicher_1Thess_52_5_23_Er aber, der Gott des Friedens, heilige euch durch und durch, und euer Geist ganz samt Seele und Leib müsse bewahrt werden unsträflich auf die Zukunft unsers HERRN Jesu Christi.
1 Thessalonicher_1Thess_52_5_24_Getreu ist er, der euch ruft; er wird's auch tun.
1 Thessalonicher_1Thess_52_5_25_Liebe Brüder, betet für uns.
1 Thessalonicher_1Thess_52_5_26_Grüßet alle Brüder mit dem heiligen Kuß.
1 Thessalonicher_1Thess_52_5_27_Ich beschwöre euch bei dem HERRN, daß ihr diesen Brief lesen lasset vor allen heiligen Brüdern.
1 Thessalonicher_1Thess_52_5_28_Die Gnade unsers HERRN Jesu Christi sei mit euch! Amen.
